dataset,rel_type,rel_num,augmentation,subj_position,subject,template,to_send,num_tokens_sub,unrelated_origin,corr_answer,repetition,num_tokens_obj
LAMA_Trex,Hu_original,P176,substitution_1,4,deep sea fish Insight,[X] is produced by [Y] .,deep sea fish Insight is produced by,4,P279,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,Google Pay Send Prelude,[X] is produced by [Y] .,Google Pay Send Prelude is produced by,4,P127,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,your Acty,[X] is produced by [Y] .,your Acty is produced by,2,corpus,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,Platonism CB900F,[X] is produced by [Y] .,Platonism CB900F is produced by,2,P138,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Voice CBR600F3,[X] is produced by [Y] .,Google Voice CBR600F3 is produced by,3,P127,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,correspondence chess Inspire,[X] is produced by [Y] .,correspondence chess Inspire is produced by,3,P279,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,the ST1300,[X] is produced by [Y] .,the ST1300 is produced by,2,corpus,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Volvo Trucks City,[X] is produced by [Y] .,Volvo Trucks City is produced by,3,P127,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,5,2011 Cannes Film Festival HR-V,[X] is produced by [Y] .,2011 Cannes Film Festival HR-V is produced by,5,P276,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,maximize Ascot,[X] is produced by [Y] .,maximize Ascot is produced by,2,corpus,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,async NS500,[X] is produced by [Y] .,async NS500 is produced by,2,corpus,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,type RC51,[X] is produced by [Y] .,type RC51 is produced by,2,corpus,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,Googleplex Valkyrie,[X] is produced by [Y] .,Googleplex Valkyrie is produced by,2,P127,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Sony Pictures CB550,[X] is produced by [Y] .,Sony Pictures CB550 is produced by,3,P127,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,dread Pilot,[X] is produced by [Y] .,dread Pilot is produced by,2,corpus,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,atheist feminism CBR250R,[X] is produced by [Y] .,atheist feminism CBR250R is produced by,3,P279,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,back VFR400,[X] is produced by [Y] .,back VFR400 is produced by,2,corpus,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,club sandwich RS125R,[X] is produced by [Y] .,club sandwich RS125R is produced by,3,P279,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,Oddville Odyssey,[X] is produced by [Y] .,Oddville Odyssey is produced by,2,P449,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,collect Airwave,[X] is produced by [Y] .,collect Airwave is produced by,2,corpus,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,temperate climate S2000,[X] is produced by [Y] .,temperate climate S2000 is produced by,3,P279,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,California-style pizza CBR1100XX,[X] is produced by [Y] .,California-style pizza CBR1100XX is produced by,3,P279,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,tempo rubato CR-V,[X] is produced by [Y] .,tempo rubato CR-V is produced by,3,P279,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,5,2011 Cannes Film Festival Fit,[X] is produced by [Y] .,2011 Cannes Film Festival Fit is produced by,5,P276,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,dread Integra,[X] is produced by [Y] .,dread Integra is produced by,2,corpus,Honda,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,be GT-R,[X] is produced by [Y] .,be GT-R is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,5,Toronto International Film Festival Stagea,[X] is produced by [Y] .,Toronto International Film Festival Stagea is produced by,5,P276,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,mother Xterra,[X] is produced by [Y] .,mother Xterra is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,because Be-1,[X] is produced by [Y] .,because Be-1 is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,comes Armada,[X] is produced by [Y] .,comes Armada is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Internet censorship 300ZX,[X] is produced by [Y] .,Internet censorship 300ZX is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Turkish Wikipedia Bluebird,[X] is produced by [Y] .,Turkish Wikipedia Bluebird is produced by,3,P407,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,food chemistry NPT-90,[X] is produced by [Y] .,food chemistry NPT-90 is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,Brooklyn Film Festival Wingroad,[X] is produced by [Y] .,Brooklyn Film Festival Wingroad is produced by,4,P276,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,concert film Sentra,[X] is produced by [Y] .,concert film Sentra is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,need Cedric,[X] is produced by [Y] .,need Cedric is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,5,Korean Central News Agency Elgrand,[X] is produced by [Y] .,Korean Central News Agency Elgrand is produced by,5,P407,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,5,French language in Canada Murano,[X] is produced by [Y] .,French language in Canada Murano is produced by,5,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,cyberterrorism Sunny,[X] is produced by [Y] .,cyberterrorism Sunny is produced by,2,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,5,2004 Madrid train bombings Quest,[X] is produced by [Y] .,2004 Madrid train bombings Quest is produced by,5,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Reader Qashqai,[X] is produced by [Y] .,Google Reader Qashqai is produced by,3,P127,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Account Pivo,[X] is produced by [Y] .,Google Account Pivo is produced by,3,P127,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,6,Nintendo Software Planning & Development Caravan,[X] is produced by [Y] .,Nintendo Software Planning & Development Caravan is produced by,6,P127,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,apart NX,[X] is produced by [Y] .,apart NX is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,Nintendo Software Technology Prairie,[X] is produced by [Y] .,Nintendo Software Technology Prairie is produced by,4,P127,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,culinary art Leaf,[X] is produced by [Y] .,culinary art Leaf is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Chain pump Avenir,[X] is produced by [Y] .,Chain pump Avenir is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,multi-purpose stadium Cube,[X] is produced by [Y] .,multi-purpose stadium Cube is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,amateur astronomy 180SX,[X] is produced by [Y] .,amateur astronomy 180SX is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Sega Wow S30,[X] is produced by [Y] .,Sega Wow S30 is produced by,3,P127,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,them Vanette,[X] is produced by [Y] .,them Vanette is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,correspondence chess Almera,[X] is produced by [Y] .,correspondence chess Almera is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,as Bluebird,[X] is produced by [Y] .,as Bluebird is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,water pollution Fuga,[X] is produced by [Y] .,water pollution Fuga is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,her 370Z,[X] is produced by [Y] .,her 370Z is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Tate Modern Teana,[X] is produced by [Y] .,Tate Modern Teana is produced by,3,P361,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Books Silvia,[X] is produced by [Y] .,Google Books Silvia is produced by,3,P127,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,CBS Sports Spectacular Skyline,[X] is produced by [Y] .,CBS Sports Spectacular Skyline is produced by,4,P449,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,before Juke,[X] is produced by [Y] .,before Juke is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,emperor NV200,[X] is produced by [Y] .,emperor NV200 is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Chicago-style pizza Z-car,[X] is produced by [Y] .,Chicago-style pizza Z-car is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,41xx steel Lafesta,[X] is produced by [Y] .,41xx steel Lafesta is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Reader Patrol,[X] is produced by [Y] .,Google Reader Patrol is produced by,3,P127,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,without Civilian,[X] is produced by [Y] .,without Civilian is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,each Navara,[X] is produced by [Y] .,each Navara is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,if Laurel,[X] is produced by [Y] .,if Laurel is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,aerial photography X-Trail,[X] is produced by [Y] .,aerial photography X-Trail is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,back S130,[X] is produced by [Y] .,back S130 is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Vienna bread 200SX,[X] is produced by [Y] .,Vienna bread 200SX is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,veterinary medicine Latio,[X] is produced by [Y] .,veterinary medicine Latio is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,CBS Storybreak Cima,[X] is produced by [Y] .,CBS Storybreak Cima is produced by,3,P449,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Microsoft TechNet R'nessa,[X] is produced by [Y] .,Microsoft TechNet R'nessa is produced by,3,P127,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,2009 Shanghai Masters R89C,[X] is produced by [Y] .,2009 Shanghai Masters R89C is produced by,4,P276,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,can Pao,[X] is produced by [Y] .,can Pao is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,European Union Serena,[X] is produced by [Y] .,European Union Serena is produced by,3,P30,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,will Crew,[X] is produced by [Y] .,will Crew is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Account Pathfinder,[X] is produced by [Y] .,Google Account Pathfinder is produced by,3,P127,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,CBS Television Quiz Primera,[X] is produced by [Y] .,CBS Television Quiz Primera is produced by,4,P449,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Smoke grenade R391,[X] is produced by [Y] .,Smoke grenade R391 is produced by,3,P279,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,tunnel Caball,[X] is produced by [Y] .,tunnel Caball is produced by,2,corpus,Nissan,,1
LAMA_Trex,Hu_original,P176,substitution_1,5,Yaropolk I of Kiev Tipo,[X] is produced by [Y] .,Yaropolk I of Kiev Tipo is produced by,5,P19,Fiat,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,cyberterrorism 500X,[X] is produced by [Y] .,cyberterrorism 500X is produced by,2,P279,Fiat,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,extinction 500,[X] is produced by [Y] .,extinction 500 is produced by,2,corpus,Fiat,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,Oyak-Renault 501,[X] is produced by [Y] .,Oyak-Renault 501 is produced by,2,P127,Fiat,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,BMW Motorrad Strada,[X] is produced by [Y] .,BMW Motorrad Strada is produced by,3,P127,Fiat,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,computer font N54,[X] is produced by [Y] .,computer font N54 is produced by,3,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,pea soup M30,[X] is produced by [Y] .,pea soup M30 is produced by,3,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,childhood cancer E65,[X] is produced by [Y] .,childhood cancer E65 is produced by,3,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,Boeing Phantom Works Z1,[X] is produced by [Y] .,Boeing Phantom Works Z1 is produced by,4,P127,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,cared E24,[X] is produced by [Y] .,cared E24 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Contacts X5,[X] is produced by [Y] .,Google Contacts X5 is produced by,3,P127,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,here M5,[X] is produced by [Y] .,here M5 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Contacts E9,[X] is produced by [Y] .,Google Contacts E9 is produced by,3,P127,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Yahoo! HotJobs M70,[X] is produced by [Y] .,Yahoo! HotJobs M70 is produced by,3,P127,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,SegaSoft i8,[X] is produced by [Y] .,SegaSoft i8 is produced by,2,P127,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,emperor X1,[X] is produced by [Y] .,emperor X1 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,NBA on NBC 328,[X] is produced by [Y] .,NBA on NBC 328 is produced by,4,P449,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,ladder 303,[X] is produced by [Y] .,ladder 303 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,Googleplex 003,[X] is produced by [Y] .,Googleplex 003 is produced by,2,P127,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,nu-disco Z3,[X] is produced by [Y] .,nu-disco Z3 is produced by,2,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,very 503,[X] is produced by [Y] .,very 503 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,industrial espionage M6,[X] is produced by [Y] .,industrial espionage M6 is produced by,3,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Images E32,[X] is produced by [Y] .,Google Images E32 is produced by,3,P127,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,I E87,[X] is produced by [Y] .,I E87 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,CGTN Spanish M52,[X] is produced by [Y] .,CGTN Spanish M52 is produced by,3,P407,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,you X3,[X] is produced by [Y] .,you X3 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,landscape ecology X5,[X] is produced by [Y] .,landscape ecology X5 is produced by,3,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,smooth jazz i3,[X] is produced by [Y] .,smooth jazz i3 is produced by,3,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,do IIIa,[X] is produced by [Y] .,do IIIa is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,varieties of Chinese R32,[X] is produced by [Y] .,varieties of Chinese R32 is produced by,4,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,direct democracy M50,[X] is produced by [Y] .,direct democracy M50 is produced by,3,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,they Z4,[X] is produced by [Y] .,they Z4 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,smooth jazz M3,[X] is produced by [Y] .,smooth jazz M3 is produced by,3,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,striated muscle tissue M54,[X] is produced by [Y] .,striated muscle tissue M54 is produced by,4,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,contemporary history ActiveE,[X] is produced by [Y] .,contemporary history ActiveE is produced by,3,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,sociology of education M1,[X] is produced by [Y] .,sociology of education M1 is produced by,4,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Rapakivi granite M60,[X] is produced by [Y] .,Rapakivi granite M60 is produced by,3,P279,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,CGTN Spanish E38,[X] is produced by [Y] .,CGTN Spanish E38 is produced by,3,P407,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,async E23,[X] is produced by [Y] .,async E23 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,than 326,[X] is produced by [Y] .,than 326 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,work M62,[X] is produced by [Y] .,work M62 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,using 801,[X] is produced by [Y] .,using 801 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,ladder Dixi,[X] is produced by [Y] .,ladder Dixi is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,Hammond Civic Center X6,[X] is produced by [Y] .,Hammond Civic Center X6 is produced by,4,P131,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Videos 700,[X] is produced by [Y] .,Google Videos 700 is produced by,3,P127,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,Google Custom Search N52,[X] is produced by [Y] .,Google Custom Search N52 is produced by,4,P127,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,collect M40,[X] is produced by [Y] .,collect M40 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,all 501,[X] is produced by [Y] .,all 501 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,can S65,[X] is produced by [Y] .,can S65 is produced by,2,corpus,BMW,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Dateline NBC Authenticator,[X] is produced by [Y] .,Dateline NBC Authenticator is produced by,3,P449,Google,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,even Safrane,[X] is produced by [Y] .,even Safrane is produced by,2,corpus,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,with 14,[X] is produced by [Y] .,with 14 is produced by,2,corpus,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,or 12,[X] is produced by [Y] .,or 12 is produced by,2,corpus,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,Apple Store Online Twingo,[X] is produced by [Y] .,Apple Store Online Twingo is produced by,4,P127,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,Google Map Maker 4,[X] is produced by [Y] .,Google Map Maker 4 is produced by,4,P127,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,local history 25,[X] is produced by [Y] .,local history 25 is produced by,3,P279,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,NBA on TNT 19,[X] is produced by [Y] .,NBA on TNT 19 is produced by,4,P449,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Rapakivi granite Dauphine,[X] is produced by [Y] .,Rapakivi granite Dauphine is produced by,3,P279,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Buzz 4CV,[X] is produced by [Y] .,Google Buzz 4CV is produced by,3,P127,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,she Symbol,[X] is produced by [Y] .,she Symbol is produced by,2,corpus,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,lapdog Avantime,[X] is produced by [Y] .,lapdog Avantime is produced by,2,P279,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,CBS Sports Spectacular 16,[X] is produced by [Y] .,CBS Sports Spectacular 16 is produced by,4,P449,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google AdSense Modus,[X] is produced by [Y] .,Google AdSense Modus is produced by,3,P127,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Progressive Christianity Koleos,[X] is produced by [Y] .,Progressive Christianity Koleos is produced by,3,P279,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,5,Google Arts & Culture 8,[X] is produced by [Y] .,Google Arts & Culture 8 is produced by,5,P127,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Middle Chinese Twizy,[X] is produced by [Y] .,Middle Chinese Twizy is produced by,3,P279,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,5,Korean Central News Agency 4P,[X] is produced by [Y] .,Korean Central News Agency 4P is produced by,5,P407,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,this Wind,[X] is produced by [Y] .,this Wind is produced by,2,corpus,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,same 18,[X] is produced by [Y] .,same 18 is produced by,2,corpus,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,exchanges Captur,[X] is produced by [Y] .,exchanges Captur is produced by,2,corpus,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Google Books Juvaquatre,[X] is produced by [Y] .,Google Books Juvaquatre is produced by,3,P127,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,deep sea fish 5,[X] is produced by [Y] .,deep sea fish 5 is produced by,4,P279,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,data Clio,[X] is produced by [Y] .,data Clio is produced by,2,corpus,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Catalan Wikipedia Fluence,[X] is produced by [Y] .,Catalan Wikipedia Fluence is produced by,3,P407,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Old Dutch Espace,[X] is produced by [Y] .,Old Dutch Espace is produced by,3,P279,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,correspondence chess Kangoo,[X] is produced by [Y] .,correspondence chess Kangoo is produced by,3,P279,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,or Trafic,[X] is produced by [Y] .,or Trafic is produced by,2,corpus,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,know Estafette,[X] is produced by [Y] .,know Estafette is produced by,2,corpus,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,iOS 5 Fuego,[X] is produced by [Y] .,iOS 5 Fuego is produced by,3,P279,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,New Zealand English R26,[X] is produced by [Y] .,New Zealand English R26 is produced by,4,P279,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,down Talisman,[X] is produced by [Y] .,down Talisman is produced by,2,corpus,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,head teacher Laguna,[X] is produced by [Y] .,head teacher Laguna is produced by,3,P279,Renault,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,exchanges NEX-5,[X] is produced by [Y] .,exchanges NEX-5 is produced by,2,corpus,Sony,,1
LAMA_Trex,Hu_original,P176,substitution_1,6,64th Venice International Film Festival NEX-7,[X] is produced by [Y] .,64th Venice International Film Festival NEX-7 is produced by,6,P276,Sony,,1
LAMA_Trex,Hu_original,P176,substitution_1,6,68th Venice International Film Festival camcorders,[X] is produced by [Y] .,68th Venice International Film Festival camcorders is produced by,6,P276,Sony,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,CBS Schoolbreak Special Mavica,[X] is produced by [Y] .,CBS Schoolbreak Special Mavica is produced by,4,P449,Sony,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,take E-mount,[X] is produced by [Y] .,take E-mount is produced by,2,corpus,Sony,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Chain pump 1100,[X] is produced by [Y] .,Chain pump 1100 is produced by,3,P279,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Belgian chocolate N810,[X] is produced by [Y] .,Belgian chocolate N810 is produced by,3,P279,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Pre-Columbian art N8,[X] is produced by [Y] .,Pre-Columbian art N8 is produced by,3,P279,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,we E72,[X] is produced by [Y] .,we E72 is produced by,2,corpus,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,should E71,[X] is produced by [Y] .,should E71 is produced by,2,corpus,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,out N900,[X] is produced by [Y] .,out N900 is produced by,2,corpus,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Jazz piano N73,[X] is produced by [Y] .,Jazz piano N73 is produced by,3,P279,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,tomatoes C7-00,[X] is produced by [Y] .,tomatoes C7-00 is produced by,2,corpus,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,all N85,[X] is produced by [Y] .,all N85 is produced by,2,corpus,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,5,Harlem International Film Festival N82,[X] is produced by [Y] .,Harlem International Film Festival N82 is produced by,5,P276,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,6,2008 Kabul Serena Hotel attack N80,[X] is produced by [Y] .,2008 Kabul Serena Hotel attack N80 is produced by,6,P276,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,Greek name 3310,[X] is produced by [Y] .,Greek name 3310 is produced by,3,P407,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,herb 8800,[X] is produced by [Y] .,herb 8800 is produced by,2,corpus,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,uranium-234 N9,[X] is produced by [Y] .,uranium-234 N9 is produced by,3,P279,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,those N800,[X] is produced by [Y] .,those N800 is produced by,2,corpus,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,how 6233,[X] is produced by [Y] .,how 6233 is produced by,2,corpus,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,4,varieties of Chinese N70,[X] is produced by [Y] .,varieties of Chinese N70 is produced by,4,P279,Nokia,,1
LAMA_Trex,Hu_original,P176,substitution_1,2,toggle 458,[X] is produced by [Y] .,toggle 458 is produced by,2,corpus,Ferrari,,1
LAMA_Trex,Hu_original,P176,substitution_1,3,prison rape F40,[X] is produced by [Y] .,prison rape F40 is produced by,3,P279,Ferrari,,1
